subject_name,subject_type,relation_type,object_name,object_type
空间向量,数学实体,属于,向量,数学实体
基底,数学实体,属于,向量,数学实体
向量共线的性质,数学实体,相关于,向量,数学实体
共面向量定理,数学实体,相关于,向量,数学实体
平面向量基本定理,数学实体,相关于,向量,数学实体
矩阵特征向量的性质,数学实体,相关于,向量,数学实体
要素,数学实体,相关于,向量,数学实体
方向向量,数学实体,相关于,向量,数学实体
几何意义,数学实体,相关于,向量,数学实体
几何意义,数学实体,相关于,向量,数学实体
平行四边形法则,数学实体,相关于,向量,数学实体
向量的夹角的定义,数学实体,相关于,向量,数学实体
向量的模的定义,数学实体,相关于,向量,数学实体
向量的减法的定义,数学实体,相关于,向量,数学实体
数列与解析几何综合,数学实体,相关于,向量,数学实体
向量平行的性质,数学实体,相关于,向量,数学实体
复数的模的定义,数学实体,相关于,向量,数学实体
立体几何中的向量方法,数学实体,相关于,向量,数学实体
向量的长度的定义,数学实体,相关于,向量,数学实体
空间向量模的性质,数学实体,相关于,向量,数学实体
向量的投影的定义,数学实体,相关于,向量,数学实体
空间向量线性运算的性质,数学实体,相关于,向量,数学实体
向量形式,数学实体,相关于,向量,数学实体
向量的终点的定义,数学实体,相关于,向量,数学实体
数轴上向量的坐标运算,数学实体,相关于,向量,数学实体
坐标表示,数学实体,相关于,向量,数学实体
三角形法则,数学实体,相关于,向量,数学实体
数列与立体几何综合,数学实体,相关于,向量,数学实体
向量的基底的定义,数学实体,相关于,向量,数学实体
向量的加法的定义,数学实体,相关于,向量,数学实体
坐标运算,数学实体,相关于,向量,数学实体
平面几何中的向量方法,数学实体,相关于,向量,数学实体
向量的数乘的定义,数学实体,相关于,向量,数学实体
基本定理,数学实体,相关于,向量,数学实体
向量在物理中的应用,数学实体,相关于,向量,数学实体
取值范围,数学实体,相关于,向量,数学实体
向量的起点的定义,数学实体,相关于,向量,数学实体
几何表示,数学实体,相关于,向量,数学实体
线性运算,数学实体,相关于,向量,数学实体
数列与向量综合,数学实体,相关于,向量,数学实体
向量的数乘运算的定义,数学实体,相关于,向量,数学实体
向量正交分解的定义,数学实体,相关于,向量,数学实体
方向,数学实体,部分于,向量,数学实体
数量积,数学实体,部分于,向量,数学实体
起点,数学实体,部分于,向量,数学实体
模,数学实体,部分于,向量,数学实体
终点,数学实体,部分于,向量,数学实体
步骤,数学实体,相关于,极差,数学实体
波动情况,数学实体,相关于,极差,数学实体
不同点,数学实体,相关于,极差,数学实体
极差,数学实体,属于,数,数学实体
标准正态分布,数学实体,属于,正态分布,数学实体
解,数学实体,部分于,不等式组,数学实体
一元一次不等式组,数学实体,属于,不等式组,数学实体
一元一次不等式组的整数解的定义,数学实体,相关于,不等式组,数学实体
一元一次不等式组的解集的定义,数学实体,相关于,不等式组,数学实体
线性规划的线性约束条件的定义,数学实体,相关于,不等式组,数学实体
一次函数的性质,数学实体,相关于,正比例函数,数学实体
比例系数,数学实体,部分于,正比例函数,数学实体
正比例函数,数学实体,属于,线性函数,数学实体
步骤,数学实体,相关于,因式,数学实体
高次不等式的解法,数学实体,相关于,因式,数学实体
公因式,数学实体,属于,因式,数学实体
单项式除以单项式,数学实体,相关于,因式,数学实体
提公因式法,数学实体,相关于,因式,数学实体
单项式与单项式相乘,数学实体,相关于,因式,数学实体
积的乘方,数学实体,相关于,因式,数学实体
约分法则,数学实体,相关于,因式,数学实体
求最简公分母的步骤,数学实体,相关于,因式,数学实体
因式,数学实体,属于,多项式,数学实体
椭圆的离心率的定义,数学实体,相关于,焦距,数学实体
双曲线的焦距的定义,数学实体,相关于,焦距,数学实体
椭圆的焦距的定义,数学实体,相关于,焦距,数学实体
双曲线的离心率的定义,数学实体,相关于,焦距,数学实体
焦距,数学实体,部分于,圆锥曲线,数学实体
正弦定理,数学实体,相关于,对角,数学实体
判定,数学实体,相关于,对角,数学实体
平行四边形的判定,数学实体,相关于,对角,数学实体
圆内接四边形的性质,数学实体,相关于,对角,数学实体
对角,数学实体,属于,角,数学实体
对角,数学实体,部分于,平行四边形,数学实体
二元一次方程的解的定义,数学实体,相关于,二元一次方程,数学实体
二元一次方程的整数解的定义,数学实体,相关于,二元一次方程,数学实体
二元一次方程,数学实体,属于,方程,数学实体
椭圆轴长的性质,数学实体,相关于,短半轴,数学实体
短半轴,数学实体,属于,线段,数学实体
短半轴,数学实体,部分于,椭圆,数学实体
求定义域,数学实体,相关于,交集,数学实体
交集,数学实体,属于,集合,数学实体
直平行六面体,数学实体,属于,平行六面体,数学实体
平行六面体,数学实体,属于,四棱柱,数学实体
随机变量,数学实体,属于,变量,数学实体
线性规划的目标函数的定义,数学实体,相关于,变量,数学实体
函数的表示法的性质,数学实体,相关于,变量,数学实体
计算公式,数学实体,相关于,变量,数学实体
优点,数学实体,相关于,变量,数学实体
表示法,数学实体,相关于,变量,数学实体
表示法,数学实体,相关于,变量,数学实体
表示法,数学实体,相关于,变量,数学实体
待定系数法,数学实体,相关于,变量,数学实体
相同点,数学实体,相关于,变量,数学实体
解析式法的定义,数学实体,相关于,变量,数学实体
函数表格法的性质,数学实体,相关于,变量,数学实体
换元法的定义,数学实体,相关于,变量,数学实体
函数的表达式法的定义,数学实体,相关于,变量,数学实体
线性规划的约束条件的定义,数学实体,相关于,变量,数学实体
关系,数学实体,相关于,变量,数学实体
求曲线的方程,数学实体,相关于,变量,数学实体
函数的表达式的定义,数学实体,相关于,变量,数学实体
函数表达式法的性质,数学实体,相关于,变量,数学实体
不等式的恒成立问题,数学实体,相关于,变量,数学实体
函数图像法的性质,数学实体,相关于,变量,数学实体
for语句的性质,数学实体,相关于,变量,数学实体
负相关,数学实体,右相关于,变量,数学实体
相关关系,数学实体,右相关于,变量,数学实体
正相关,数学实体,右相关于,变量,数学实体
函数关系,数学实体,右相关于,变量,数学实体
负相关,数学实体,左相关于,变量,数学实体
相关关系,数学实体,左相关于,变量,数学实体
函数关系,数学实体,左相关于,变量,数学实体
正相关,数学实体,左相关于,变量,数学实体
正分数,数学实体,属于,分数,数学实体
正分数,数学实体,属于,正有理数,数学实体
周期,地理实体,部分于,周期函数,数学实体
最小周期,数学实体,部分于,周期函数,数学实体
最小正周期的定义,数学实体,相关于,周期函数,数学实体
周期函数,数学实体,属于,函数,数学实体
圆周角定理,数学实体,相关于,圆心角,数学实体
范围,数学实体,相关于,圆心角,数学实体
步骤,数学实体,相关于,圆心角,数学实体
弧长公式,数学实体,相关于,圆心角,数学实体
弧长公式,数学实体,相关于,圆心角,数学实体
公式,数学实体,相关于,圆心角,数学实体
面积公式,数学实体,相关于,圆心角,数学实体
正多边形的中心角的定义,数学实体,相关于,圆心角,数学实体
圆心角,数学实体,属于,角,数学实体
交事件的定义,数学实体,相关于,积事件,数学实体
积事件,数学实体,属于,事件,数学实体
正棱锥,数学实体,属于,棱锥,数学实体
表示法,数学实体,相关于,图象法,数学实体
表示法,数学实体,相关于,图象法,数学实体
函数图像法的性质,数学实体,相关于,图象法,数学实体
图象法,数学实体,部分于,函数,数学实体
图象法,数学实体,部分于,数列,数学实体
图象法,数学实体,属于,表示法,数学实体
投影面,数学实体,部分于,投影,数学实体
正投影,数学实体,属于,投影,数学实体
投影线,数学实体,部分于,投影,数学实体
向量的投影的定义,数学实体,相关于,投影,数学实体
平行投影,数学实体,属于,投影,数学实体
中心投影,数学实体,属于,投影,数学实体
